query,super_category
Qui doit payer l'état des lieux à Bruxelles ?,Droit immobilier
Dois-je payer les dettes de mon cohabitant légal ?,Droit de la famille
Je vis avec ma famille en Belgique. Je me marie. Puis-je me marier en Belgique ?,Droit des étrangers
Dois-je signaler la maltraitance d'enfants?,Droit du travail
Mon bail est-il un bail étudiant ?,Droit immobilier
Je peux contacter le juge ?,Droit pénal
Quelles sont les sanctions si je suis coupable d’avoir fait des tags/graffitis ?,Droit pénal
Puis-je avoir une aide pour payer les frais de justice (assistance judiciaire) ?,Droit pénal
Le propriétaire ne me rembourse pas le surplus de mes provisions de charges. Quel est mon recours à Bruxelles ?,Droit immobilier
"Si l'un des parents est seul à prendre des décisions, qui exerce l'autorité parentale?",Droit de la famille
Quel est le sens des interviews et des réparations à Bruxelles?,Droit immobilier
Je suis majeur. Je séjourne en Belgique depuis au moins 5 ans. Comment se déroule la procédure de demande de nationalité ?,Droit des étrangers
"Nous sommes mariés, quel nom portera notre enfant ?",Droit de la famille
Je me sépare. Puis-je réclamer une pension alimentaire avant divorce ?,Droit de la famille
Combien de temps dure ma facture d'hôpital ?,Droit financier
Qui est chargé du fonctionnement du tuteur?,Droit de la famille
Une personne sous protection judiciaire à Bruxelles ?,Droit immobilier
Et si je ne dis pas la vérité à l'audience de police ?,Droit pénal
"Je suis travailleur salarié(e). Quand dois-je reprendre le travail après le congé de maternité, et quelles démarches dois-je faire ?",Droit du travail
Que faire si je ne m'entends pas avec le médiateur de dettes ?,Droit financier
Mon indice de loyer est-il automatique à Bruxelles ?,Droit immobilier
Quand la période de préavis commence-t-elle dans un bail de 9 ans?,Droit immobilier
L'avocat pro deo peut-il me réclamer des honoraires ?,Droit pénal
Est-ce que je peux signer plusieurs baux de courte durée à Bruxelles ?,Droit immobilier
Puis-je obtenir de l'aide pour les frais juridiques?,Droit pénal
Comment mettre fin au bail de commun accord à Bruxelles ?,Droit immobilier
Puis-je fixer un délai pour la pension alimentaire ?,Droit de la famille
Quels sont les risques d'accepter le travail dans l'obscurité si je suis hors d'un emploi?,Droit de la protection sociale
Qu'est-ce que la traite des êtres humains?,Droit des étrangers
Que se passera-t-il après le dépôt d'une plainte au sujet de la violence familiale?,Droit de la famille
Avons - nous besoin d'un accord de vie en commun?,Droit de la famille
Comment désigner une personne de confiance ?,Droit de la famille
Qu’est-ce que la chambre de règlement amiable ?,Droit de la famille
Puis-je faire le travail nécessaire et lui envoyer le projet de loi en Wallonie?,Droit immobilier
Comment pouvons-nous mettre fin au bail commun à Bruxelles?,Droit immobilier
Je divorce par consentement mutuel.,Droit de la famille
Comment puis-je être certain que mes proches trouveront mon testament après mon décès ?,Droit financier
L'état des lieux est-il obligatoire dans la ville ?,Droit immobilier
Est-il possible pour moi de demander que certains dossiers soient retirés de mon casier judiciaire?,Droit pénal
La personne peut-elle souscrire un abonnement?,Droit de la famille
"Le propriétaire a envoyé un avis à un seul cohabitant légal, est-ce valide ?",Droit de la famille
Dois-je signaler ma grossesse à l'entretien d'embauche ?,Droit de la famille
Le plan de médiation peut être accepté par l'administrateur des biens.,Droit de la famille
Je divorce. Je divorce pour cause de désunion irrémédiable. Nous sommes d’accord de divorcer. Comment introduire ensemble une demande de divorce pour cause de désunion irrémédiable ?,Droit de la famille
J'amène une affaire au tribunal.,Droit pénal
Est-ce qu'on peut récupérer ma voiture si je ne paie pas ma facture de carte de crédit ?,Droit financier
Comment puis-je me protéger des dommages causés par mon enfant?,Droit de la famille
"Si je ne signe pas le contrat de location, mon compagnon peut-il me mettre à la porte ?",Droit immobilier
Le père de mes enfants est mort et ils sont mineurs.,Droit financier
Je ne sais pas où je vais devoir travailler pour ma peine de travail.,Droit pénal
Qu’est-ce que je risque si je cause un incendie ?,Droit pénal
"Je suis un parent, est-ce que d'autres mesures d'adaptation empêchent le paiement d'une contribution d'entretien?",Droit de la famille
La police peut-elle m'arrêter si je casse une voiture ?,Droit pénal
Quelle procédure en cas de défaut de paiement de ma facture d'eau en Wallonie ?,Droit financier
Peut-on me confisquer ou saisir ma voiture si on y trouve du cannabis ?,Droit pénal
"Si je n'avais pas demandé un permis de location en Wallonie, que se passerait-il ?",Droit immobilier
Que faire en cas d'abus d'accès?,Droit immobilier
Le bail de 9 ans prend-il automatiquement fin à l’échéance à Bruxelles ?,Droit immobilier
La saisie mobile est ce qu'elle est.,Droit financier
J'introduis une demande en justice. Qu'est-ce qu'une citation ?,Droit pénal
L'allocation pour l'aide aux personnes âgées (APA) diminue-t-elle si je vis avec d'autres personnesen Wallonie ?,Droit immobilier
"Si la mère divorce moins de 300 jours avant la naissance, quelles mesures sont prises pour être reconnues comme le père de mon enfant?",Droit de la famille
Qui peut être entendu dans le processus de placement de biens par le juge de paix?,Droit de la famille
Puis-je m'adresser au juge de paix pour régler un conflit locatif ?,Droit immobilier
Les régimes de protection des personnes fragilisées ?,Droit de la protection sociale
Je suis père/mère de l'enfant. Dois-je payer une contribution alimentaire ?,Droit de la famille
Je suis parent. Qu'est-ce que le SECAL ?,Droit de la famille
Je suis majeur. Je suis marié à un/une Belge. Comment introduire ma demande de déclaration de nationalité si je suis conjoint d'un belge ?,Droit des étrangers
Où trouver un modèle de requête en matière de bail à Bruxelles ?,Droit immobilier
Je suis travailleur salarié(e). Puis-je refuser de faire des heures supplémentaires ou de travailler de nuit ?,Droit du travail
Peut-on saisir ou confisquer la voiture de mes parents que j’utilise pour un trafic de cannabis ?,Droit pénal
Je suis locataire. Que couvre mon assurance incendie ?,Droit financier
"Je me sépare. En tant que cohabitants légaux, quelles sont les conséquences de notre séparation sur nos biens ?",Droit de la famille
Mon propriétaire peut-il me réclamer des arriérés d’indexation de loyer à Bruxelles ?,Droit immobilier
"L'arbre de mon voisin me dérange, quelles sont les distances de plantation ?",Droit immobilier
Peut-on me demander de réparer les dégâts matériels causés par la bagarre ?,Droit pénal
Puis-je contester la décision de mise sous administration de biens et/ou de la personne ?,Droit de la famille
"Mon enfant mineur, en internat dans une école, est-il toujours couvert par mon assurance ?",Droit financier
Puis-je mettre mon locataire à la porte de Wallonie si je mets un appartement ou une maison à louer là-bas ?,Droit immobilier
Que doivent faire les créanciers lors du règlement collectif de dettes ?,Droit financier
Que dois-je faire si ma facture d'eau n'est pas payée en Wallonie?,Droit financier
"Je suis convoqué en justice. J'ai fait appel du jugement, que se passe-t-il en attendant le nouveau jugement ?",Droit pénal
Quelle est la valeur d'un contrat de location signé par un mineur en Wallonie?,Droit immobilier
L'enfant doit être déclaré à la commune.,Droit de la protection sociale
"Nous sommes mariés, séparés, allons-nous être reconnus comme le père de l'enfant ?",Droit de la famille
L'expulsion est-elle interrompue si je suis en RCD (réglement collectif de dettes) à Bruxelles ?,Droit immobilier
Quels documents dois-je fournir au bureau d'aide juridique?,Droit pénal
J'ai signé une déclaration de cohabitation légale. Puis-je rester dans notre maison si mon cohabitant légal décède ?,Droit de la famille
Puis-je contester la décision de placer une propriété?,Droit de la famille
Que se passe-t-il si mon revenu est saisi et que j'ai d'autres dettes?,Droit financier
Qu'est-ce qu'une rémission ?,Droit pénal
Devant quel tribunal aller en cas de problème lié à la filiation ?,Droit de la famille
"Si mon bail étudiant n'est pas enregistré, puis-je y mettre fin sans préavis, ni indemnité à Bruxelles ?",Droit immobilier
Puis-je demander de modifier une décision d'hébergement de mes enfants ?,Droit de la famille
Quels sont les types de garantie locative à Bruxelles ?,Droit immobilier
Comment et à quelle fréquence s'organisent les visites de domicile en Wallonie ?,Droit immobilier
Qui peut être un tuteur ?,Droit de la famille
Le père et la mère de l'enfant résident ensemble.,Droit de la famille
Il y a un calendrier pour l'échange de conclusions.,Droit pénal
Le tuteur est-il tenu d'accepter sa désignation?,Droit de la famille
J’ai fait un testament. Puis-je le modifier ?,Droit financier
Qui puis-je demander des informations sur la procédure judiciaire?,Droit pénal
Les parents ne sont pas mariés ensemble. Le père de l'enfant est marié à quelqu'un d'autre que la mère. Peut-on m'obliger à établir un lien de filiation père/enfant si je suis marié à quelqu'un d'autre que la mère ?,Droit de la famille
Dois-je avoir une assurance incendie si je suis locataire ?,Droit immobilier
Est-il possible de rompre le bail à Bruxelles si mon propriétaire travaille chez moi ?,Droit immobilier
Il y a parfois deux tuteurs pour un enfant mineur.,Droit de la famille
Qui nomme le tuteur?,Droit de la famille
Dois-je payer les dettes de mon père ?,Droit financier
Comment savoir si quelqu'un est placé sous administration de biens et/ou de la personne ?,Droit de la famille
Je cautionne une personne qui est en règlement de dettes.,Droit financier
"Deux ans après la fin de mon bail en Wallonie, le propriétaire peut-il m'envoyer une facture ?",Droit immobilier
Quels sont les risques d'occuper une maison sans autorisation en Wallonie?,Droit immobilier
La mère de l'enfant doit savoir quelles mesures sont prises après l'accouchement.,Droit de la famille
Qui peut obtenir un permis de séjour si l'enfant est né en Belgique?,Droit des étrangers
Je suis témoin d'une infraction. Qu’est-ce que je risque si je ne dis pas la vérité à mon audition à la police en tant que témoin ?,Droit pénal
Puis-je divorcer sans le consentement de mon conjoint?,Droit de la famille
Ai-je le droit de perdre mon emploi en cas de force majeure médicale?,Droit du travail
Je suis marié(e). Puis-je ouvrir un compte en banque sans l'accord de mon conjoint ?,Droit de la famille
Quelle est la mission du bourgmestre en matière d'insalubrité en Wallonie ?,Droit immobilier
L'expulsion est-elle interrompue si je suis dans le RCD ?,Droit immobilier
Faut-il toujours fixer un calendrier pour l'échange de conclusions?,Droit pénal
Le juge de police va-t-il décider de ma culpabilité et des sanctions à la première audience ?,Droit pénal
Les parents ne sont pas mariés.,Droit de la famille
Le propriétaire peut-il m'envoyer un décompte des charges deux ans après la fin de mon bail en Wallonie ?,Droit immobilier
L'expulsion est-elle rapide à Bruxelles ?,Droit immobilier
Qui décide d’accorder la prorogation pour circonstances exceptionnelles à Bruxelles ?,Droit immobilier
Peut-on saisir mes meubles pour les dettes de mon colocataire à Bruxelles ?,Droit immobilier
"J'étais sous minorité prolongée, que s'est-il passé au 1er septembre 2019 ?",Droit de la famille
Combien de fois puis-je demander la prorogation pour circonstances exceptionnelles à Bruxelles ?,Droit immobilier
Quelles sont les conséquences du bail de résidence principale à Bruxelles ?,Droit immobilier
J'ai signé une déclaration de cohabitation légale.,Droit de la famille
Je suis marié(e). Dois-je vivre sous le même toit que mon époux(se) ?,Droit de la famille
Je vis avec ma famille en Belgique. Je deviens cohabitant légal. Puis-je venir en Belgique pour faire une déclaration de cohabitation légale ?,Droit des étrangers
Est-il possible pour moi de demander que certains dossiers soient retirés de mon casier judiciaire?,Droit pénal
"Nous ne sommes pas mariés, quel nom portera notre enfant si son père le reconnaît avant ou à sa naissance ?",Droit de la famille
Combien de fois puis-je demander une extension ?,Droit immobilier
Le propriétaire peut-il m'envoyer un décompte des charges deux ans après la fin de mon bail en Wallonie ?,Droit immobilier
Est-ce que tout ce que je dis au professionnel est couvert par la confidentialité professionnelle?,Droit du travail
Le propriétaire peut-il réclamer des dommages-intérêts après mon départ ?,Droit immobilier
Et si le propriétaire ne libère pas la garantie de location ?,Droit immobilier
Qu'est-ce qu'une saisie de revenu?,Droit financier
Comment puis-je rompre mon bail en Wallonie parce que je viens d'avoir un logement social ?,Droit immobilier
Comment pouvons-nous mettre fin au bail commun à Bruxelles?,Droit immobilier
Je suis majeur. Je fais valoir des mérites exceptionnels. Comment introduire une demande de naturalisation sur base de mérites exceptionnels ?,Droit des étrangers
Je dépose plainte auprès d'un médiateur. L'entreprise est située en Belgique. A quelles conditions puis-je déposer plainte devant le médiateur pour le consommateur ?,Droit financier
Je suis marié(e). Les biens que je possédais avant le mariage deviennent-ils communs ?,Droit de la famille
Qui contrôle le fonctionnement de la tutelle ?,Droit de la famille
Je reçois les confidences en tant que professionnel. Comment savoir si je suis tenu au secret professionnel ?,Droit du travail
Les parents ne sont pas mariés ensemble. Quelles démarches effectuer pour être reconnu comme le père de mon enfant si la mère a divorcé moins de 300 jours avant la naissance ?,Droit de la famille
Les parents ne sont pas mariés ensemble. Devant quel tribunal aller en cas de problème lié à la filiation ?,Droit de la famille
Comment pouvons-nous mettre fin au bail commun à Bruxelles?,Droit immobilier
Mon enfant majeur en “kot” est-il toujours couvert par mon assurance ?,Droit financier
Je me confie à un professionnel. Comment savoir si mon interlocuteur est tenu au secret professionnel ?,Droit du travail
Est-ce que toutes les condamnations sont inscrites dans mon extrait de casier judiciaire ?,Droit pénal
Je suis marié(e). Dois-je rester fidèle à mon époux(se) ?,Droit de la famille
Je ne sais pas si je devrais présenter ma demande de mesures urgentes et provisoires seule ou avec un avocat.,Droit de la famille
Qui doit payer les réparations des dégâts causés par un vol avec effraction à Bruxelles ?,Droit immobilier
On peut prendre la voiture de mes parents que j'utilise pour les trafiquants de cannabis ?,Droit pénal
Comment un avocat calcule-t-il ses honoraires ?,Droit pénal
Que devient le bail en cas de décès du locataire à Bruxelles ?,Droit immobilier
Je suis majeur. Je suis né en Belgique. Puis-je introduire un recours en cas d'avis négatif concernant ma demande de nationalité ?,Droit des étrangers
"J'ai une procédure à l'étranger, que faire ?",Droit pénal
"Nous sommes mariés, quel sera le nom de notre enfant ?",Droit de la famille
Combien de temps dure ma facture d'eau à Bruxelles ?,Droit financier
Je suis marié(e). Faut-il prendre une assurance RC familiale ?,Droit de la famille
Puis-je suspendre le paiement des loyers en Wallonie ?,Droit immobilier
L'enfant doit être déclaré à la commune.,Droit de la famille
Je divorce par consentement mutuel.,Droit de la famille
Je divorce. Je divorce pour cause de désunion irrémédiable. Comment introduire seul(e) une demande de divorce pour cause de désunion irrémédiable ?,Droit de la famille
Quels sont mes droits quand je suis suspect ?,Droit pénal
Après combien de temps ma facture d'hôpital est-elle prescrite ?,Droit financier
Mon propriétaire peut-il faire des travaux alors que j’occupe le logement à Bruxelles ?,Droit immobilier
Mon ex menace de demander au juge une délégation de sommes. Qu'est-ce que c'est ?,Droit financier
Il devrait y avoir un problème dans l'exécution de la peine de travail.,Droit pénal
Les colocataires peuvent-ils mettre fin à leur location officielle avant la date limite?,Droit immobilier
"Si je suis un cohabitant légal, puis-je quitter le logement familial sans perdre mes droits ?",Droit de la famille
Le juge peut-il refuser de loger mes enfants si j'ai une relation difficile avec mon ex?,Droit de la famille
Comment et à quelle fréquence s'organisent les visites de domicile à Bruxelles ?,Droit immobilier
Est-il possible pour mon créancier de me faire condamner au paiement de ma dette?,Droit financier
Combien coûte un appel contre une décision de justice?,Droit pénal
Je divorce. Je divorce par consentement mutuel. Comment faire concrètement les conventions de divorce par consentement mutuel ?,Droit de la famille
Que se passe-t-il si je ne me présente pas à l’audience devant le tribunal de police ?,Droit pénal
Comment mettre fin au bail étudiant de commun accord à Bruxelles ?,Droit immobilier
Un bail écrit est-il requis en Wallonie?,Droit immobilier
Quelle procédure le CPAS doit-il respecter pour demander à mes débiteurs alimentaires de rembourser le RIS ?,Droit de la protection sociale
Je deviens cohabitant légal. Nous sommes cohabitants légaux. Qui doit rembourser le crédit hypothécaire ?,Droit de la famille
Le bail de longue durée prend-il automatiquement fin à l'échéance à Bruxelles ?,Droit immobilier
Puis-je demander une conciliation pour régler un conflit locatif en Wallonie ?,Droit immobilier
Et si je n'ai pas d'acte de naissance quand je demande la citoyenneté ?,Droit des étrangers
Je suis marié(e). Faut-il ouvrir un compte commun si on est mariés ?,Droit de la famille
"Nous ne sommes pas mariés, quel nom portera notre enfant si son père le reconnaît après qu'il ait été déclaré à la commune ?",Droit de la famille
Je divorce à cause d'une désunion irrémédiable.,Droit de la famille
Je dépose plainte auprès d'un médiateur. L'entreprise est située en Belgique. Comment le médiateur pour le consommateur traite-t-il ma plainte ?,Droit financier
Quels sont les types de garanties de location dans la ville?,Droit immobilier
Je divorce. Je divorce par consentement mutuel. Comment se passe la procédure de divorce par consentement mutuel ?,Droit de la famille
"J'héberge quelqu'un gratuitement, je peux me débarrasser de lui ?",Droit immobilier
Que faire quand un nouveau colocataire arrive à Bruxelles ?,Droit immobilier
Puis-je faire une donation de tous mes biens à ma filleule ?,Droit financier
A quelles conditions puis-je être mis sous administration de biens et/ou de la personne ?,Droit de la famille
Quel est le rôle du CPAS en cas d'expulsion en Wallonie ?,Droit immobilier
"Si nous sommes mariés, quelles mesures prenons-nous pour être reconnus comme le père de mon enfant?",Droit de la famille
Comment pouvons-nous savoir si une maison est frappée par un ordre inhabitable en Wallonie?,Droit immobilier
Un certificat médical détaillé est ce qu'il est.,Droit de la famille
Puis-je faire un don si j'ai un administrateur immobilier?,Droit financier
Est-il possible de changer d'administrateur et/ou de personne?,Droit de la famille
"Mon conjoint est décédé, je dois payer le loyer mais le compte est bloqué. Que faire ?",Droit financier
J'ai signé une déclaration de cohabitation légale. Dois-je aider mon cohabitant légal s’il est dans le besoin ?,Droit de la famille
Mon propriétaire peut-il mettre d'initiative mes meubles à la rue à Bruxelles ?,Droit immobilier
Quelle procédure le CPAS doit-il respecter pour récupérer l'aide sociale ?,Droit de la protection sociale
Qui peut être désigné comme tuteur ?,Droit de la famille
Mon propriétaire peut-il me réclamer des arriérés d'indexation de loyer à Bruxelles ?,Droit immobilier
Puis-je être viré de Belgique si je vais me marier ?,Droit des étrangers
"Je suis convoqué pour une audience de police en tant que témoin, que va-t-il se passer ?",Droit pénal
Tous mes biens peuvent-ils être saisis ?,Droit financier
Puis-je me présenter seul ou dois-je être accompagné d’un avocat devant le tribunal de police ?,Droit pénal
Je suis victime de violence familiale.,Droit de la famille
Je peux épouser quelqu'un du même sexe ?,Droit de la famille
Qu’est-ce qu’un extrait de casier judiciaire (certificat de bonnes vie et moeurs) ?,Droit pénal
Qui paie pour la dernière maladie ?,Droit financier
Dois-je avoir une assurance incendie si je suis locataire ?,Droit financier
Quels droits ai-je en tant que témoin ?,Droit pénal
Peut-on faire annuler un lien de filiation établi entre une mère/un père et son enfant ?,Droit de la famille
Dois-je rester avec mon enfant pour toujours ?,Droit immobilier
L'un d'entre nous peut-il mettre l'autre à la porte ?,Droit de la famille
Puis-je obtenir de l'aide pour payer ma facture d'eau en Wallonie?,Droit financier
Le règlement collectif de dettes arrête-t-il une mesure de coupure d'énergie ?,Droit financier
Le propriétaire ne réagit pas quand je le contacte au sujet de mon hébergement étant insalubre.,Droit immobilier
Un bail de 9 ans à Bruxelles est-il considéré comme un bail?,Droit immobilier
Quel est le rôle du CPAS en cas d'expulsion?,Droit immobilier
"J’ai été condamné à payer une amende pénale, quand dois-je la payer ?",Droit pénal
Quel est le rôle de la médiation de la dette?,Droit financier
Je suis parent. J’ai des frais extraordinaires à venir pour mon enfant. Dois-je demander l’accord de mon ex ?,Droit de la famille
"Je suis parent. Le père biologique, mais non légal, doit-il payer une contribution alimentaire pour mon enfant ?",Droit de la famille
Après combien de temps ma facture d'eau est-elle prescrite en Wallonie ?,Droit financier
Mon propriétaire peut-il réclamer un intérêt tardif pour moi ?,Droit immobilier
Je vis avec ma famille en Belgique. Je deviens cohabitant légal. Quelles démarches effectuer pour enregistrer une déclaration de cohabitation légale ?,Droit des étrangers
Est-il possible pour mon propriétaire de mettre fin au bail à long terme avant la fin de l'année?,Droit immobilier
Quand est-ce qu'il y a un tuteur ?,Droit de la famille
Les père et mère de l'enfant résident séparément. Que faire si je n'arrive pas à me mettre d'accord avec l'autre parent pour une décision concernant notre enfant ?,Droit de la famille
Mon bail est-il un bail officiel de colocation à Bruxelles ?,Droit immobilier
La police peut-elle m’arrêter si elle me surprend en train de casser une voiture ?,Droit pénal
"En cas d'expulsion de Wallonie, quel est le rôle du CPAS?",Droit immobilier
Dois-je payer une pension alimentaire à mes parents ?,Droit de la famille
Toutes les dispositions relatives à l'hébergement des enfants peuvent-elles être prises à l'avance?,Droit de la famille
Comment savoir s'il y a un joint ?,Droit immobilier
"Si je vis avec mon partenaire mais que je ne signe pas le bail, le propriétaire peut-il me demander de payer le loyer ?",Droit immobilier
Qui décide de ma sanction si je me fais prendre avec du cannabis sur moi ?,Droit pénal
J'ai signé une déclaration de cohabitation légale.,Droit de la famille
Mes logements sont sujets à un ordre inhabitable à cause de l'insalubrité.,Droit immobilier
Un colocataire seul peut-il mettre fin au bail non officiel de colocation avant l'échéance en Wallonie ?,Droit immobilier
Dois-je installer des détecteurs incendie en Wallonie ?,Droit immobilier
Et si je ne suis pas d'accord avec l'autre parent sur quelque chose ?,Droit de la famille
Que se passe-t-il si je suis saisi sur mes revenus et que j'ai d'autres créanciers ?,Droit financier
"Si je reçois de l'aide du CPAS, ai-je droit à l'aide juridique?",Droit pénal
Je suis victime de violences conjugales. Comment se déroule le cycle de la violence conjugale ?,Droit de la famille
Je divorce. Quelles sont les conséquences de notre divorce en ce qui concerne nos enfants ?,Droit de la famille
Je divorce. Je divorce par consentement mutuel. Quand serons-nous officiellement divorcés (divorce par consentement mutuel) ?,Droit de la famille
Qu'est-ce que l'indexation des loyers à Bruxelles ?,Droit immobilier
Qui doit payer les honoraires de l'avocat ?,Droit pénal
J'introduis une demande en justice. Que se passe-t-il si mon adversaire ne vient pas à la première audience ?,Droit pénal
Qu'est-ce que je risque si j'occupe une maison sans autorisation (squat) en Wallonie ?,Droit immobilier
Puis-je refuser de faire des heures supplémentaires ou la nuit?,Droit de la protection sociale
Puis-je arrêter ma guidance/gestion budgétaire ?,Droit financier
Toutes mes condamnations figurent-elles dans mon casier judiciaire?,Droit pénal
Qui est responsable de la déclaration de la naissance?,Droit de la protection sociale
Mon locataire n'a pas payé sa facture d'eau.,Droit financier
"S'il y a un problème de filiation, à quel tribunal devriez-vous aller ?",Droit de la famille
Je ne sais pas comment je recevrai la décision du tribunal.,Droit pénal
Je ne suis pas d’accord avec la décision du médecin-conseil. Puis-je la contester ?,Droit de la protection sociale
Qui doit payer les frais funéraires ?,Droit financier
Puis-je rompre le bail à Bruxelles parce que mon propriétaire ne fait pas les réparations nécessaires ?,Droit immobilier
Puis-je demander qu’on enlève certaines mentions de mon casier judiciaire ?,Droit pénal
Je suis un parent.,Droit de la famille
Je me sépare. Comment se déroule la procédure de séparation devant le tribunal de la famille ?,Droit de la famille
Comment se déroule le voyage de réintégration?,Droit du travail
Je reçois les confidences en tant que professionnel. Dois-je tout dire à la police si je suis tenu au secret professionnel ?,Droit du travail
Que faire en cas de dépenses exceptionnelles lors du règlement collectif de dettes ?,Droit financier
Que faire si je reçois un décompte de charges deux ans après la fin de mon bail en Wallonie ?,Droit immobilier
Est-il possible que je refuse cette transaction criminelle ?,Droit pénal
Puis-je suspendre le paiement de mon loyer si mon propriétaire ne fait pas les réparations nécessaires?,Droit immobilier
Que se passe-t-il une fois que j’ai effectué ma peine de travail ?,Droit pénal
Le père et la mère de l'enfant vivent ensemble.,Droit de la famille
"Si je suis l'époux d'un Belge, comment puis-je demander une déclaration de nationalité?",Droit des étrangers
L'assurance RC familiale couvre-t-elle tous les dégâts causés par mon enfant ?,Droit financier
Vous avez besoin d'un permis de co-implantation ?,Droit immobilier
Est-il possible pour le propriétaire de mettre fin au bail de location avant qu'il ne se termine à Bruxelles?,Droit immobilier
Je suis majeur. Je suis handicapé . Que faire si je n'ai pas d'acte de naissance pour ma demande de nationalité ?,Droit des étrangers
Je suis en Belgique depuis au moins 10 ans.,Droit des étrangers
Est-ce que je bénéficie de l'héritage de mon conjoint?,Droit de la famille
Puis-je signaler une infraction que je suis témoin du ministère public ?,Droit pénal
Puis-je faire annuler le bail étudiant que j’ai signé pour l’année prochaine à Bruxelles ?,Droit immobilier
"Je me sépare. En tant que cohabitants légaux, quelles sont les conséquences de notre séparation sur nos droits et devoirs l’un envers l’autre ?",Droit de la famille
"Si je suis tenu au secret professionnel, dois-je tout dire à la police ?",Droit du travail
Qui est responsable du budget de la personne protégée?,Droit de la famille
L'entreprise est située en Belgique.,Droit financier
Puis-je mettre fin au bail à vie à Bruxelles ?,Droit immobilier
Dois-je aller au tribunal en personne ?,Droit pénal
Je suis marié(e). Dois-je aider les parents de mon conjoint qui sont dans le besoin ?,Droit de la famille
"Je suis apatride, comment je l'obtiens ?",Droit des étrangers
Je reçois les confidences en tant que professionnel. Peut-on me poursuivre pour violation du secret professionnel si la personne qui s'est confiée m'avait autorisé à révéler ?,Droit du travail
Puis-je donner mes affaires à ma filleule ?,Droit financier
Les parents ne sont pas mariés ensemble. Puis-je reconnaître mon enfant avant sa naissance et comment faire ?,Droit de la famille
Qui paie les honoraires de l'avocat ?,Droit pénal
Peut-on saisir tous mes revenus si je ne paie pas ma contribution alimentaire ?,Droit financier
Puis-je changer d'avocat si je ne suis pas satisfait ?,Droit pénal
Qui exerce l'autorité parentale si un des parents est seul pour prendre les décisions ?,Droit de la famille
Quelles sont les décisions qui relèvent de l'autorité parentale?,Droit de la famille
Je vis avec ma famille en Belgique. J'ai un enfant en Belgique. Je suis étranger. Est-ce que la reconnaissance de mon enfant peut être annulée ?,Droit des étrangers
Où puis-je trouver un modèle de demande de bail en Wallonie?,Droit immobilier
Puis-je demander une réduction de loyer si mon propriétaire travaille dans ma maison?,Droit immobilier
Est-ce que l'avocat pro deo peut me facturer des frais ?,Droit pénal
"Deux ans après la fin de mon bail en Wallonie, le propriétaire peut-il m'envoyer une facture ?",Droit immobilier
Dois-je payer une pension alimentaire à mes grands-parents et mes arrières grands-parents ?,Droit de la famille
Le propriétaire n'a pas enregistré le bail.,Droit immobilier
Est-il possible pour mon propriétaire de mettre fin au bail de neuf ans pour effectuer des travaux de logement à Bruxelles?,Droit immobilier
Quel bail est considéré comme un bail 9 ans à Bruxelles ?,Droit immobilier
Est-il possible que j'apporte une action urgente?,Droit de la protection sociale
La société peut-elle m’expulser de mon logement social en Wallonie ?,Droit immobilier
Est-ce que la propriété que j'ai possédée avant mon mariage devient commune?,Droit de la famille
Puis-je être expulsé du pays en hiver ?,Droit immobilier
Le bail de location non officiel prend-il fin à l'échéance à Bruxelles?,Droit immobilier
"J'étais sous administration provisoire de biens, que s'est-il passé au 1er septembre 2019 ?",Droit de la famille
Comment introduire une demande devant la chambre de règlement amiable (CRA) ?,Droit de la famille
Le juge refusera-t-il de loger mes enfants si je n'ai pas de chambre pour chaque enfant ?,Droit de la famille
Une personne sous administration de biens peut-elle signer un bail en Wallonie?,Droit immobilier
Comment éviter l'expulsion vers la Wallonie?,Droit immobilier
Y a-t-il un moyen de résoudre un litige de location en Wallonie ?,Droit immobilier
Quelle est la mission du maire en ce qui concerne l'insalubrité en Wallonie ?,Droit immobilier
Je me marie. Quelles démarches dois-je effectuer pour pouvoir me marier ?,Droit de la famille
Mon logement est insalubre et le propriétaire ne réagit pas. Puis-je faire effectuer les travaux nécessaires et lui envoyer la facture en Wallonie ?,Droit immobilier
Je me suis porté caution pour une personne endettée qui ne veut pas introduire de RCD. Que puis-je faire ?,Droit financier
"L'école, le médecin, etc. doivent-ils toujours demander l'accord des 2 parents pour les décisions concernant l'enfant ?",Droit de la famille
L'entreprise est située en Belgique.,Droit financier
Ai-je toujours droit à l'aide juridique même si ma situation financière s'est améliorée?,Droit pénal
Mon propriétaire peut-il m'expulser si je ne paie plus mon loyer ?,Droit financier
Mon propriétaire peut-il m'expulser si je ne paie pas mon loyer ?,Droit financier
Je suis victime d’une infraction. Comment puis-je demander réparation du dommage que j’ai subi en tant que victime d'une infraction ?,Droit pénal
Je reçois les confidences en tant que professionnel. Le secret professionnel couvre-t-il ce que la personne ne m'a pas confié ?,Droit du travail
La victime d'un marchand de sommeil parle à la police.,Droit immobilier
Qui peut être désigné comme administrateur de biens?,Droit de la famille
Combien coûte la procédure d'administration des biens?,Droit de la famille
Mon enfant adulte peut-il continuer à vivre dans un logement social si je meurs?,Droit immobilier
"Nous ne sommes pas mariés, quel nom portera mon enfant si le père ne le reconnaît pas ?",Droit de la famille
Puis-je contester la décision du tribunal si je ne suis pas d'accord?,Droit de la protection sociale
Dois-je installer des détecteurs d'incendie en Wallonie ?,Droit immobilier
